V1,V2
0.0512982630629,-0.127701340812
0.0566156359887,-0.00237490141096
0.076954498632,0.129699412847
0.0915177778568,0.272057663658
0.0994210208507,0.352637805626
0.15399069371,0.392340723863
0.200539906937,0.346924020682
0.310098390935,0.348571553764
0.362046673534,0.375479800193
0.405729407168,0.284852335466
0.402124107555,0.246446411358
0.512282882819,0.228450617825
0.64081980606,0.27928314784
0.65818562853,0.285391289107
0.693403900117,0.353593024275
0.754686889497,0.391350451319
0.889560615209,0.412019104373
0.891666962668,0.38060643239
