"V1","V2"
0.1,0.1
0.1,0.2
0.2,0.2
0.2,0.1
0.4,0.1
0.7,0.1
0.8,0.1
0.9,0.1
0.8,0.3
0.9,0.3
0.163265306122449,0.346938775510204
0.163265306122449,0.469387755102041
0.204081632653061,0.448979591836735
0.224489795918367,0.408163265306122
0.224489795918367,0.408163265306122
0.244897959183673,0.408163265306122
0.346938775510204,0.428571428571429
0.387755102040816,0.448979591836735
0.408163265306122,0.448979591836735
0.428571428571429,0.408163265306122
0.428571428571429,0.387755102040816
0.448979591836735,0.408163265306122
0.448979591836735,0.408163265306122
0.469387755102041,0.387755102040816
0.489795918367347,0.408163265306122
0.489795918367347,0.408163265306122
0.63265306122449,0.387755102040816
0.673469387755102,0.448979591836735
0.693877551020408,0.448979591836735
0.73469387755102,0.469387755102041
0.755102040816326,0.489795918367347
0.755102040816326,0.489795918367347
0.816326530612245,0.489795918367347
0.816326530612245,0.489795918367347
0.816326530612245,0.489795918367347
